"","Instrument","CF_NAME","CF_BID","CF_DATE","GEN_TEXT16","ROW80_1","ROW80_2","GN_TXT16_2","GN_TXT16_4","ROW80_3","Location"
"1220","CORNCRPSIH-X","CORN MOSIH NOV20",NA,NA,"JBS United      ","JBS United                                                                      ","106 E Washington St                                                             ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
"1221","CORNCRPSIH-Z","CORN MOSIH DEC20",NA,NA,"JBS United      ","JBS United                                                                      ","106 E Washington St                                                             ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
"1222","CORNCRPSIH-F","CORN MOSIH JAN21",NA,NA,"JBS United      ","JBS United                                                                      ","106 E Washington St                                                             ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
"1223","CORNMSFSPF-C1","CORN MOSPF SPOT ","0.55","2020-02-27","MainStreetFeeds ","Main Street Feeds                                                               ","8270 W State Hwy 266                                                            ","Springfield     ","Corn            ","""Springfield, MO - 65802.  Phone - 180-0749-5674""                               ","CORN MO Springfi"
"1224","CORNMSFSPF-G","CORN MOSPF FEB20","0.55","2020-02-27","MainStreetFeeds ","Main Street Feeds                                                               ","8270 W State Hwy 266                                                            ","Springfield     ","Corn            ","""Springfield, MO - 65802.  Phone - 180-0749-5674""                               ","CORN MO Springfi"
"1225","CORNMSFSPF-H","CORN MOSPF MAR20",NA,NA,"MainStreetFeeds ","Main Street Feeds                                                               ","8270 W State Hwy 266                                                            ","Springfield     ","Corn            ","""Springfield, MO - 65802.  Phone - 180-0749-5674""                               ","CORN MO Springfi"
"1226","CORNMSFSPF-J","CORN MOSPF APR20",NA,NA,"MainStreetFeeds ","Main Street Feeds                                                               ","8270 W State Hwy 266                                                            ","Springfield     ","Corn            ","""Springfield, MO - 65802.  Phone - 180-0749-5674""                               ","CORN MO Springfi"
"1227","CORNMSFSPF-K","CORN MOSPF MAY20",NA,NA,"MainStreetFeeds ","Main Street Feeds                                                               ","8270 W State Hwy 266                                                            ","Springfield     ","Corn            ","""Springfield, MO - 65802.  Phone - 180-0749-5674""                               ","CORN MO Springfi"
"1228","CORNMSFSPF-M","CORN MOSPF JUN20",NA,NA,"MainStreetFeeds ","Main Street Feeds                                                               ","8270 W State Hwy 266                                                            ","Springfield     ","Corn            ","""Springfield, MO - 65802.  Phone - 180-0749-5674""                               ","CORN MO Springfi"
"1229","CORNMSFSPF-N","CORN MOSPF JUL20",NA,NA,"MainStreetFeeds ","Main Street Feeds                                                               ","8270 W State Hwy 266                                                            ","Springfield     ","Corn            ","""Springfield, MO - 65802.  Phone - 180-0749-5674""                               ","CORN MO Springfi"
"1230","CORNMSFSPF-Q","CORN MOSPF AUG20",NA,NA,"MainStreetFeeds ","Main Street Feeds                                                               ","8270 W State Hwy 266                                                            ","Springfield     ","Corn            ","""Springfield, MO - 65802.  Phone - 180-0749-5674""                               ","CORN MO Springfi"
"1231","CORNMSFSPF-U","CORN MOSPF SEP20",NA,NA,"MainStreetFeeds ","Main Street Feeds                                                               ","8270 W State Hwy 266                                                            ","Springfield     ","Corn            ","""Springfield, MO - 65802.  Phone - 180-0749-5674""                               ","CORN MO Springfi"
"1232","CORNMSFSPF-V","CORN MOSPF OCT20",NA,NA,"MainStreetFeeds ","Main Street Feeds                                                               ","Springfield, MO - 65802                                                         ","Springfield     ","Corn            ","""Springfield, MO - 65802.  Phone - 180-0749-5674""                               ","CORN MO Springfi"
