Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
CORNMFAHGN-Q,CORN MOHGN AUG20,NA,NA,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
CORNMFAHGN-U,CORN MOHGN SEP20,NA,NA,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
CORNMFAHGN-V,CORN MOHGN OCT20,-0.36,2/27/2020,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
CORNMFAHGN-X,CORN MOHGN NOV20,NA,NA,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
CORNMFAHGN-Z,CORN MOHGN DEC20,NA,NA,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
CORNMFAHGN-F,CORN MOHGN JAN21,NA,NA,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
CORNHMNHDN-C1,CORN MOHDN SPOT ,0.05,2/27/2020,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
CORNHMNHDN-G,CORN MOHDN FEB20,0.05,2/27/2020,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
CORNHMNHDN-H,CORN MOHDN MAR20,NA,NA,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
CORNHMNHDN-J,CORN MOHDN APR20,NA,NA,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
CORNHMNHDN-K,CORN MOHDN MAY20,NA,NA,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
CORNHMNHDN-M,CORN MOHDN JUN20,NA,NA,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
CORNHMNHDN-N,CORN MOHDN JUL20,NA,NA,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
CORNHMNHDN-Q,CORN MOHDN AUG20,NA,NA,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
CORNHMNHDN-U,CORN MOHDN SEP20,NA,NA,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
CORNHMNHDN-V,CORN MOHDN OCT20,NA,NA,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
CORNHMNHDN-X,CORN MOHDN NOV20,NA,NA,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
CORNHMNHDN-Z,CORN MOHDN DEC20,NA,NA,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
CORNHMNHDN-F,CORN MOHDN JAN21,NA,NA,Heiman Grain    ,Heiman Grain                                                                    ,201 S Vine St                                                                   ,Holden          ,Corn            ,"""Holden, MO - 64040.  Phone - 816-7324-131""                                     ",CORN MO Holden  
