Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
SOYBMFACTL-Q,SOYB MOCTL AUG20,NA,NA,MFA             ,MFA                                                                             ,108 Market St                                                                   ,Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
SOYBMFACTL-U,SOYB MOCTL SEP20,NA,NA,MFA             ,MFA                                                                             ,108 Market St                                                                   ,Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
SOYBMFACTL-V,SOYB MOCTL OCT20,NA,NA,MFA             ,MFA                                                                             ,"Centralia, MO - 65240                                                           ",Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
SOYBMFACTL-X,SOYB MOCTL NOV20,NA,NA,MFA             ,MFA                                                                             ,108 Market St                                                                   ,Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
SOYBMFACTL-Z,SOYB MOCTL DEC20,NA,NA,MFA             ,MFA                                                                             ,108 Market St                                                                   ,Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
SOYBMFACTL-F,SOYB MOCTL JAN21,NA,NA,MFA             ,MFA                                                                             ,108 Market St                                                                   ,Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
SOYBCRGCHO-C1,SOYB MOCHO SPOT ,0.27,2/27/2020,Cargill         ,Cargill                                                                         ,758 State Highway N                                                             ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCRGCHO-G,SOYB MOCHO FEB20,0.27,2/27/2020,Cargill         ,Cargill                                                                         ,758 State Highway N                                                             ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCRGCHO-H,SOYB MOCHO MAR20,0.27,2/27/2020,Cargill         ,Cargill                                                                         ,758 State Highway N                                                             ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCRGCHO-J,SOYB MOCHO APR20,NA,NA,Cargill         ,Cargill                                                                         ,758 State Highway N                                                             ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCRGCHO-K,SOYB MOCHO MAY20,NA,NA,Cargill         ,Cargill                                                                         ,758 State Highway N                                                             ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCRGCHO-M,SOYB MOCHO JUN20,NA,NA,Cargill         ,Cargill                                                                         ,758 State Highway N                                                             ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCRGCHO-N,SOYB MOCHO JUL20,NA,NA,Cargill         ,Cargill                                                                         ,758 State Highway N                                                             ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCRGCHO-Q,SOYB MOCHO AUG20,NA,NA,Cargill         ,Cargill                                                                         ,758 State Highway N                                                             ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCRGCHO-U,SOYB MOCHO SEP20,NA,NA,Cargill         ,Cargill                                                                         ,758 State Highway N                                                             ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCRGCHO-V,SOYB MOCHO OCT20,0,2/27/2020,Cargill         ,Cargill                                                                         ,"Charleston, MO - 63834                                                          ",Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCRGCHO-X,SOYB MOCHO NOV20,NA,NA,Cargill         ,Cargill                                                                         ,758 State Highway N                                                             ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCRGCHO-Z,SOYB MOCHO DEC20,NA,NA,Cargill         ,Cargill                                                                         ,758 State Highway N                                                             ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCRGCHO-F,SOYB MOCHO JAN21,NA,NA,Cargill         ,Cargill                                                                         ,758 State Highway N                                                             ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 800-7422-789""                                 ",SOYB MO Charlstn
SOYBCGBCHO-C1,SOYB MOCHO SPOT ,0.22,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,6720 E Highway K                                                                ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 573-6753-433""                                 ",SOYB MO Charlstn
SOYBCGBCHO-G,SOYB MOCHO FEB20,0.22,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,6720 E Highway K                                                                ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 573-6753-433""                                 ",SOYB MO Charlstn
SOYBCGBCHO-H,SOYB MOCHO MAR20,0.22,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,6720 E Highway K                                                                ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 573-6753-433""                                 ",SOYB MO Charlstn
SOYBCGBCHO-J,SOYB MOCHO APR20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,6720 E Highway K                                                                ,Charleston      ,Soybeans        ,"""Charleston, MO - 63834.  Phone - 573-6753-433""                                 ",SOYB MO Charlstn
